method,category_a,parameter_a,category_b,parameter_b,n,correlation,abs_correlation
pearson,glycemic,hba1c,renal,creatinine,116,-0.0994558888224143,0.0994558888224143
pearson,glycemic,hba1c,renal,egfr,116,0.10143701922842566,0.10143701922842566
pearson,glycemic,hba1c,renal,bun,117,0.1377923011818226,0.1377923011818226
pearson,glycemic,hba1c,renal,urea,117,0.13777601622256636,0.13777601622256636
pearson,glycemic,hba1c,renal,uric_acid,117,-0.06173760844319042,0.06173760844319042
pearson,glycemic,hba1c,renal,calcium,117,0.014618901796660424,0.014618901796660424
pearson,glycemic,hba1c,renal,bun_creatinine_ratio,115,0.26064863828300394,0.26064863828300394
pearson,glycemic,hba1c,renal,urea_creatinine_ratio,117,0.25588973206451004,0.25588973206451004
pearson,glycemic,hba1c,renal,urine_creatinine,50,0.11836377351955335,0.11836377351955335
pearson,glycemic,hba1c,renal,urinary_microalbumin,50,0.1877800182097766,0.1877800182097766
pearson,glycemic,hba1c,renal,uacr,50,-0.023504652259579185,0.023504652259579185
pearson,glycemic,abg,renal,creatinine,116,-0.09959744225907774,0.09959744225907774
pearson,glycemic,abg,renal,egfr,116,0.1013490543102153,0.1013490543102153
pearson,glycemic,abg,renal,bun,117,0.13771949708151557,0.13771949708151557
pearson,glycemic,abg,renal,urea,117,0.13770301280811387,0.13770301280811387
pearson,glycemic,abg,renal,uric_acid,117,-0.061711523369208994,0.061711523369208994
pearson,glycemic,abg,renal,calcium,117,0.014847063463974481,0.014847063463974481
pearson,glycemic,abg,renal,bun_creatinine_ratio,115,0.26047372670007113,0.26047372670007113
pearson,glycemic,abg,renal,urea_creatinine_ratio,117,0.2558140315819353,0.2558140315819353
pearson,glycemic,abg,renal,urine_creatinine,50,0.11872774483633511,0.11872774483633511
pearson,glycemic,abg,renal,urinary_microalbumin,50,0.18807036915563022,0.18807036915563022
pearson,glycemic,abg,renal,uacr,50,-0.023437769159561004,0.023437769159561004
pearson,glycemic,c_peptide,renal,creatinine,49,0.03355577439535452,0.03355577439535452
pearson,glycemic,c_peptide,renal,egfr,49,-0.06924505486893621,0.06924505486893621
pearson,glycemic,c_peptide,renal,bun,50,0.1524036740584439,0.1524036740584439
pearson,glycemic,c_peptide,renal,urea,50,0.15239514571466248,0.15239514571466248
pearson,glycemic,c_peptide,renal,uric_acid,50,0.3936320089930682,0.3936320089930682
pearson,glycemic,c_peptide,renal,calcium,50,0.1056203797754471,0.1056203797754471
pearson,glycemic,c_peptide,renal,bun_creatinine_ratio,50,-0.007378807470500422,0.007378807470500422
pearson,glycemic,c_peptide,renal,urea_creatinine_ratio,50,-0.007393523626686352,0.007393523626686352
pearson,glycemic,c_peptide,renal,urine_creatinine,50,0.13708084459980302,0.13708084459980302
pearson,glycemic,c_peptide,renal,urinary_microalbumin,50,0.004703844334738173,0.004703844334738173
pearson,glycemic,c_peptide,renal,uacr,49,-0.10569891376909976,0.10569891376909976
pearson,glycemic,hba1c,lipid,total_cholesterol,116,0.05925717287610887,0.05925717287610887
pearson,glycemic,hba1c,lipid,hdl,115,-0.22129322472738405,0.22129322472738405
pearson,glycemic,hba1c,lipid,ldl,116,0.13099067266734635,0.13099067266734635
pearson,glycemic,hba1c,lipid,vldl,117,0.27895549053443836,0.27895549053443836
pearson,glycemic,hba1c,lipid,triglycerides,116,0.3546772942184114,0.3546772942184114
pearson,glycemic,hba1c,lipid,non_hdl,116,0.1495934848069662,0.1495934848069662
pearson,glycemic,hba1c,lipid,tc_hdl_ratio,116,0.26065712877334335,0.26065712877334335
pearson,glycemic,hba1c,lipid,trig_hdl_ratio,116,0.2425194972253631,0.2425194972253631
pearson,glycemic,hba1c,lipid,ldl_hdl_ratio,116,0.3631255060892827,0.3631255060892827
pearson,glycemic,hba1c,lipid,hdl_ldl_ratio,116,-0.23561093057235363,0.23561093057235363
pearson,glycemic,hba1c,lipid,apo_a1,104,-0.18566150190103956,0.18566150190103956
pearson,glycemic,hba1c,lipid,apo_b,105,0.3235566804805086,0.3235566804805086
pearson,glycemic,hba1c,lipid,apo_b_apo_a1_ratio,105,0.40073252278605054,0.40073252278605054
pearson,glycemic,hba1c,lipid,lipoprotein_a,103,-0.019716168227588045,0.019716168227588045
pearson,glycemic,abg,lipid,total_cholesterol,116,0.05910237654468086,0.05910237654468086
pearson,glycemic,abg,lipid,hdl,115,-0.22103336056360798,0.22103336056360798
pearson,glycemic,abg,lipid,ldl,116,0.13072522153748098,0.13072522153748098
pearson,glycemic,abg,lipid,vldl,117,0.278813156357924,0.278813156357924
pearson,glycemic,abg,lipid,triglycerides,116,0.3545190431930486,0.3545190431930486
pearson,glycemic,abg,lipid,non_hdl,116,0.14935691046381463,0.14935691046381463
pearson,glycemic,abg,lipid,tc_hdl_ratio,116,0.26057831473956977,0.26057831473956977
pearson,glycemic,abg,lipid,trig_hdl_ratio,116,0.24248428562944183,0.24248428562944183
pearson,glycemic,abg,lipid,ldl_hdl_ratio,116,0.3629939848888979,0.3629939848888979
pearson,glycemic,abg,lipid,hdl_ldl_ratio,116,-0.23520197021776854,0.23520197021776854
pearson,glycemic,abg,lipid,apo_a1,104,-0.1863039931493596,0.1863039931493596
pearson,glycemic,abg,lipid,apo_b,105,0.3233498413644142,0.3233498413644142
pearson,glycemic,abg,lipid,apo_b_apo_a1_ratio,105,0.40080378241373055,0.40080378241373055
pearson,glycemic,abg,lipid,lipoprotein_a,103,-0.020055156520959096,0.020055156520959096
pearson,glycemic,c_peptide,lipid,total_cholesterol,50,0.04008199096755089,0.04008199096755089
pearson,glycemic,c_peptide,lipid,hdl,50,-0.11785223023746305,0.11785223023746305
pearson,glycemic,c_peptide,lipid,ldl,50,0.025726664314920586,0.025726664314920586
pearson,glycemic,c_peptide,lipid,vldl,51,0.26472489636733326,0.26472489636733326
pearson,glycemic,c_peptide,lipid,triglycerides,51,0.26509405123028357,0.26509405123028357
pearson,glycemic,c_peptide,lipid,non_hdl,50,0.08418895155467872,0.08418895155467872
pearson,glycemic,c_peptide,lipid,tc_hdl_ratio,50,0.14069778377861547,0.14069778377861547
pearson,glycemic,c_peptide,lipid,trig_hdl_ratio,50,0.3070195328641358,0.3070195328641358
pearson,glycemic,c_peptide,lipid,ldl_hdl_ratio,50,0.11256932354630267,0.11256932354630267
pearson,glycemic,c_peptide,lipid,hdl_ldl_ratio,50,-0.08416453659018135,0.08416453659018135
pearson,glycemic,c_peptide,lipid,apo_a1,49,0.0940152998139893,0.0940152998139893
pearson,glycemic,c_peptide,lipid,apo_b,50,0.11417940039363786,0.11417940039363786
pearson,glycemic,c_peptide,lipid,apo_b_apo_a1_ratio,50,0.06891833694476227,0.06891833694476227
pearson,glycemic,c_peptide,lipid,lipoprotein_a,50,0.11862734361969489,0.11862734361969489
pearson,glycemic,hba1c,liver,alt,120,0.22792846234318348,0.22792846234318348
pearson,glycemic,hba1c,liver,ast,119,0.16481858946557626,0.16481858946557626
pearson,glycemic,hba1c,liver,ast_alt_ratio,119,-0.20207993221510664,0.20207993221510664
pearson,glycemic,hba1c,liver,alkaline_phosphatase,117,0.4767970562428802,0.4767970562428802
pearson,glycemic,hba1c,liver,bilirubin_total,117,0.0039215914090545345,0.0039215914090545345
pearson,glycemic,hba1c,liver,bilirubin_direct,117,-0.05815923319021636,0.05815923319021636
pearson,glycemic,hba1c,liver,bilirubin_indirect,117,0.016849920466665898,0.016849920466665898
pearson,glycemic,hba1c,liver,ggt,117,0.16593566642684182,0.16593566642684182
pearson,glycemic,hba1c,liver,total_protein,117,0.07095502873295353,0.07095502873295353
pearson,glycemic,hba1c,liver,albumin,117,-0.1508065981560397,0.1508065981560397
pearson,glycemic,hba1c,liver,globulin,117,0.18748979982658995,0.18748979982658995
pearson,glycemic,hba1c,liver,albumin_globulin_ratio,117,-0.24140888797722,0.24140888797722
pearson,glycemic,abg,liver,alt,120,0.22767731835820518,0.22767731835820518
pearson,glycemic,abg,liver,ast,119,0.16443605729204694,0.16443605729204694
pearson,glycemic,abg,liver,ast_alt_ratio,119,-0.20230227822888477,0.20230227822888477
pearson,glycemic,abg,liver,alkaline_phosphatase,117,0.47682316492373344,0.47682316492373344
pearson,glycemic,abg,liver,bilirubin_total,117,0.0037402978442794515,0.0037402978442794515
pearson,glycemic,abg,liver,bilirubin_direct,117,-0.05838470854469896,0.05838470854469896
pearson,glycemic,abg,liver,bilirubin_indirect,117,0.016683863762174223,0.016683863762174223
pearson,glycemic,abg,liver,ggt,117,0.1656162759682957,0.1656162759682957
pearson,glycemic,abg,liver,total_protein,117,0.07083653413734642,0.07083653413734642
pearson,glycemic,abg,liver,albumin,117,-0.1508260618142471,0.1508260618142471
pearson,glycemic,abg,liver,globulin,117,0.18737396237213547,0.18737396237213547
pearson,glycemic,abg,liver,albumin_globulin_ratio,117,-0.24131807213051001,0.24131807213051001
pearson,glycemic,c_peptide,liver,alt,52,-0.06854411864407098,0.06854411864407098
pearson,glycemic,c_peptide,liver,ast,51,-0.08833892866651735,0.08833892866651735
pearson,glycemic,c_peptide,liver,ast_alt_ratio,51,0.06716141107587736,0.06716141107587736
pearson,glycemic,c_peptide,liver,alkaline_phosphatase,51,0.028130812421394036,0.028130812421394036
pearson,glycemic,c_peptide,liver,bilirubin_total,51,-0.21259086325820473,0.21259086325820473
pearson,glycemic,c_peptide,liver,bilirubin_direct,51,-0.24095224458208445,0.24095224458208445
pearson,glycemic,c_peptide,liver,bilirubin_indirect,51,-0.19892876513049412,0.19892876513049412
pearson,glycemic,c_peptide,liver,ggt,51,0.15622125886371988,0.15622125886371988
pearson,glycemic,c_peptide,liver,total_protein,51,0.10664430863406756,0.10664430863406756
pearson,glycemic,c_peptide,liver,albumin,51,-0.07781825372128336,0.07781825372128336
pearson,glycemic,c_peptide,liver,globulin,51,0.1788843406274514,0.1788843406274514
pearson,glycemic,c_peptide,liver,albumin_globulin_ratio,51,-0.18761922416804852,0.18761922416804852
pearson,glycemic,hba1c,thyroid,tsh,109,-0.11517925931788625,0.11517925931788625
pearson,glycemic,hba1c,thyroid,t4,107,-0.09937037496890659,0.09937037496890659
pearson,glycemic,hba1c,thyroid,t3,106,0.068821258477439,0.068821258477439
pearson,glycemic,abg,thyroid,tsh,109,-0.11443340271200679,0.11443340271200679
pearson,glycemic,abg,thyroid,t4,107,-0.09872987411203625,0.09872987411203625
pearson,glycemic,abg,thyroid,t3,106,0.06892223847706287,0.06892223847706287
pearson,glycemic,c_peptide,thyroid,tsh,46,0.24724428532513656,0.24724428532513656
pearson,glycemic,c_peptide,thyroid,t4,45,0.025817820972214727,0.025817820972214727
pearson,glycemic,c_peptide,thyroid,t3,45,-0.0989197946852217,0.0989197946852217
pearson,glycemic,hba1c,vitamins,vitamin_d,101,-0.31965972136984777,0.31965972136984777
pearson,glycemic,hba1c,vitamins,vitamin_b12,93,0.010647486766634616,0.010647486766634616
pearson,glycemic,abg,vitamins,vitamin_d,101,-0.3188049468314633,0.3188049468314633
pearson,glycemic,abg,vitamins,vitamin_b12,93,0.011361786984174609,0.011361786984174609
pearson,glycemic,c_peptide,vitamins,vitamin_d,49,0.26416347463708406,0.26416347463708406
pearson,glycemic,c_peptide,vitamins,vitamin_b12,46,0.295955601176332,0.295955601176332
pearson,glycemic,hba1c,inflammation,hs_crp,105,0.31550549552352364,0.31550549552352364
pearson,glycemic,abg,inflammation,hs_crp,105,0.31571823576326746,0.31571823576326746
pearson,glycemic,c_peptide,inflammation,hs_crp,50,0.540204069985889,0.540204069985889
pearson,glycemic,hba1c,cbc,hemoglobin,119,0.1369444291648352,0.1369444291648352
pearson,glycemic,hba1c,cbc,wbc,119,0.4319738141854945,0.4319738141854945
pearson,glycemic,hba1c,cbc,platelet_count,119,0.04948683112985749,0.04948683112985749
pearson,glycemic,hba1c,cbc,hematocrit,85,0.009372658960726584,0.009372658960726584
pearson,glycemic,hba1c,cbc,rbc,85,0.10379363533170527,0.10379363533170527
pearson,glycemic,hba1c,cbc,mcv,119,0.013781499873593383,0.013781499873593383
pearson,glycemic,hba1c,cbc,mch,119,0.013282243016165492,0.013282243016165492
pearson,glycemic,hba1c,cbc,mchc,78,-0.03818220720877248,0.03818220720877248
pearson,glycemic,hba1c,cbc,rdw_cv,119,0.0019609898843757573,0.0019609898843757573
pearson,glycemic,hba1c,cbc,rdw_sd,119,0.024987151760039832,0.024987151760039832
pearson,glycemic,hba1c,cbc,mpv,101,-0.017089053567202448,0.017089053567202448
pearson,glycemic,abg,cbc,hemoglobin,119,0.13610870488386637,0.13610870488386637
pearson,glycemic,abg,cbc,wbc,119,0.43226902341078993,0.43226902341078993
pearson,glycemic,abg,cbc,platelet_count,119,0.04977514294550366,0.04977514294550366
pearson,glycemic,abg,cbc,hematocrit,85,0.008567932337210352,0.008567932337210352
pearson,glycemic,abg,cbc,rbc,85,0.10275005398220506,0.10275005398220506
pearson,glycemic,abg,cbc,mcv,119,0.014148225356829242,0.014148225356829242
pearson,glycemic,abg,cbc,mch,119,0.013129591975469616,0.013129591975469616
pearson,glycemic,abg,cbc,mchc,78,-0.038652476983459645,0.038652476983459645
pearson,glycemic,abg,cbc,rdw_cv,119,0.0022431004207942424,0.0022431004207942424
pearson,glycemic,abg,cbc,rdw_sd,119,0.02550487993572337,0.02550487993572337
pearson,glycemic,abg,cbc,mpv,101,-0.01660004065931642,0.01660004065931642
pearson,glycemic,c_peptide,cbc,hemoglobin,50,-0.12877989038377877,0.12877989038377877
pearson,glycemic,c_peptide,cbc,wbc,50,0.2924849735440941,0.2924849735440941
pearson,glycemic,c_peptide,cbc,platelet_count,50,0.08368872886970359,0.08368872886970359
pearson,glycemic,c_peptide,cbc,hematocrit,35,-0.047095547402020405,0.047095547402020405
pearson,glycemic,c_peptide,cbc,rbc,34,-0.041123355442357616,0.041123355442357616
pearson,glycemic,c_peptide,cbc,mcv,50,-0.03656251123153679,0.03656251123153679
pearson,glycemic,c_peptide,cbc,mch,50,-0.009300548932510715,0.009300548932510715
pearson,glycemic,c_peptide,cbc,mchc,31,0.044541796080161816,0.044541796080161816
pearson,glycemic,c_peptide,cbc,rdw_cv,50,-0.14232797696969313,0.14232797696969313
pearson,glycemic,c_peptide,cbc,rdw_sd,50,-0.15035609738825248,0.15035609738825248
pearson,glycemic,c_peptide,cbc,mpv,40,-0.04668582348420212,0.04668582348420212
pearson,renal,creatinine,lipid,total_cholesterol,115,-0.04734349697032223,0.04734349697032223
pearson,renal,creatinine,lipid,hdl,114,-0.2299005740885099,0.2299005740885099
pearson,renal,creatinine,lipid,ldl,115,-0.04681399177805608,0.04681399177805608
pearson,renal,creatinine,lipid,vldl,115,0.03828250107697717,0.03828250107697717
pearson,renal,creatinine,lipid,triglycerides,114,0.024763503663939253,0.024763503663939253
pearson,renal,creatinine,lipid,non_hdl,115,0.03593885597842722,0.03593885597842722
pearson,renal,creatinine,lipid,tc_hdl_ratio,115,0.16174080987522252,0.16174080987522252
pearson,renal,creatinine,lipid,trig_hdl_ratio,115,0.10021035535949119,0.10021035535949119
pearson,renal,creatinine,lipid,ldl_hdl_ratio,115,0.12846544704977114,0.12846544704977114
pearson,renal,creatinine,lipid,hdl_ldl_ratio,115,-0.11373530389480027,0.11373530389480027
pearson,renal,creatinine,lipid,apo_a1,103,-0.2436531353901677,0.2436531353901677
pearson,renal,creatinine,lipid,apo_b,104,-0.009341689981575628,0.009341689981575628
pearson,renal,creatinine,lipid,apo_b_apo_a1_ratio,104,0.16321950413612324,0.16321950413612324
pearson,renal,creatinine,lipid,lipoprotein_a,102,0.1401007273225771,0.1401007273225771
pearson,renal,egfr,lipid,total_cholesterol,115,0.0602078562956664,0.0602078562956664
pearson,renal,egfr,lipid,hdl,114,0.025981335698928562,0.025981335698928562
pearson,renal,egfr,lipid,ldl,115,0.08964406755212807,0.08964406755212807
pearson,renal,egfr,lipid,vldl,115,-0.008638035274929975,0.008638035274929975
pearson,renal,egfr,lipid,triglycerides,114,-0.015757723692556725,0.015757723692556725
pearson,renal,egfr,lipid,non_hdl,115,0.051761090920155246,0.051761090920155246
pearson,renal,egfr,lipid,tc_hdl_ratio,115,0.05784202043272784,0.05784202043272784
pearson,renal,egfr,lipid,trig_hdl_ratio,115,0.009735881627696445,0.009735881627696445
pearson,renal,egfr,lipid,ldl_hdl_ratio,115,0.11901261822042859,0.11901261822042859
pearson,renal,egfr,lipid,hdl_ldl_ratio,115,-0.06366570700701231,0.06366570700701231
pearson,renal,egfr,lipid,apo_a1,103,0.007822024435296837,0.007822024435296837
pearson,renal,egfr,lipid,apo_b,104,0.05448664523417456,0.05448664523417456
pearson,renal,egfr,lipid,apo_b_apo_a1_ratio,104,0.0403225352686491,0.0403225352686491
pearson,renal,egfr,lipid,lipoprotein_a,102,-0.16332943760696716,0.16332943760696716
pearson,renal,bun,lipid,total_cholesterol,116,-0.01831170549466564,0.01831170549466564
pearson,renal,bun,lipid,hdl,115,-0.13029611309984707,0.13029611309984707
pearson,renal,bun,lipid,ldl,116,0.03980721387263332,0.03980721387263332
pearson,renal,bun,lipid,vldl,116,0.14796263421434502,0.14796263421434502
pearson,renal,bun,lipid,triglycerides,115,0.22527650340856528,0.22527650340856528
pearson,renal,bun,lipid,non_hdl,116,0.03255071728609669,0.03255071728609669
pearson,renal,bun,lipid,tc_hdl_ratio,116,0.06244975004147764,0.06244975004147764
pearson,renal,bun,lipid,trig_hdl_ratio,116,0.09445043948690314,0.09445043948690314
pearson,renal,bun,lipid,ldl_hdl_ratio,116,0.11727405612447488,0.11727405612447488
pearson,renal,bun,lipid,hdl_ldl_ratio,116,-0.13278887667400033,0.13278887667400033
pearson,renal,bun,lipid,apo_a1,104,-0.07764115539126705,0.07764115539126705
pearson,renal,bun,lipid,apo_b,105,0.10778449768920392,0.10778449768920392
pearson,renal,bun,lipid,apo_b_apo_a1_ratio,105,0.15361913135622912,0.15361913135622912
pearson,renal,bun,lipid,lipoprotein_a,103,0.21612164434853828,0.21612164434853828
pearson,renal,urea,lipid,total_cholesterol,116,-0.018269904213315775,0.018269904213315775
pearson,renal,urea,lipid,hdl,115,-0.13025380838774073,0.13025380838774073
pearson,renal,urea,lipid,ldl,116,0.0398570388416661,0.0398570388416661
pearson,renal,urea,lipid,vldl,116,0.14796070269783176,0.14796070269783176
pearson,renal,urea,lipid,triglycerides,115,0.22529308355056085,0.22529308355056085
pearson,renal,urea,lipid,non_hdl,116,0.032576672283344855,0.032576672283344855
pearson,renal,urea,lipid,tc_hdl_ratio,116,0.062422669226119866,0.062422669226119866
pearson,renal,urea,lipid,trig_hdl_ratio,116,0.09441762765929779,0.09441762765929779
pearson,renal,urea,lipid,ldl_hdl_ratio,116,0.11726943223706272,0.11726943223706272
pearson,renal,urea,lipid,hdl_ldl_ratio,116,-0.13279344642443233,0.13279344642443233
pearson,renal,urea,lipid,apo_a1,104,-0.07757162084488858,0.07757162084488858
pearson,renal,urea,lipid,apo_b,105,0.1077969129029331,0.1077969129029331
pearson,renal,urea,lipid,apo_b_apo_a1_ratio,105,0.15358730963051725,0.15358730963051725
pearson,renal,urea,lipid,lipoprotein_a,103,0.21612318668135935,0.21612318668135935
pearson,renal,uric_acid,lipid,total_cholesterol,116,0.09776670968021244,0.09776670968021244
pearson,renal,uric_acid,lipid,hdl,115,-0.31750371534320315,0.31750371534320315
pearson,renal,uric_acid,lipid,ldl,116,0.10536653165053775,0.10536653165053775
pearson,renal,uric_acid,lipid,vldl,116,0.1426121538867516,0.1426121538867516
pearson,renal,uric_acid,lipid,triglycerides,115,0.06401573414248536,0.06401573414248536
pearson,renal,uric_acid,lipid,non_hdl,116,0.2041635760982522,0.2041635760982522
pearson,renal,uric_acid,lipid,tc_hdl_ratio,116,0.3037638917232702,0.3037638917232702
pearson,renal,uric_acid,lipid,trig_hdl_ratio,116,0.2074923477738968,0.2074923477738968
pearson,renal,uric_acid,lipid,ldl_hdl_ratio,116,0.2746552292409299,0.2746552292409299
pearson,renal,uric_acid,lipid,hdl_ldl_ratio,116,-0.30009377863255865,0.30009377863255865
pearson,renal,uric_acid,lipid,apo_a1,104,-0.17420473380577498,0.17420473380577498
pearson,renal,uric_acid,lipid,apo_b,105,0.11609893668403005,0.11609893668403005
pearson,renal,uric_acid,lipid,apo_b_apo_a1_ratio,105,0.19926343365196308,0.19926343365196308
pearson,renal,uric_acid,lipid,lipoprotein_a,103,0.21605101074857355,0.21605101074857355
pearson,renal,calcium,lipid,total_cholesterol,116,0.11531384769495669,0.11531384769495669
pearson,renal,calcium,lipid,hdl,115,-0.11108079605189944,0.11108079605189944
pearson,renal,calcium,lipid,ldl,116,0.16015730915808157,0.16015730915808157
pearson,renal,calcium,lipid,vldl,116,0.17368379775831372,0.17368379775831372
pearson,renal,calcium,lipid,triglycerides,115,0.20284598681655489,0.20284598681655489
pearson,renal,calcium,lipid,non_hdl,116,0.13838839009752915,0.13838839009752915
pearson,renal,calcium,lipid,tc_hdl_ratio,116,0.06274748872737303,0.06274748872737303
pearson,renal,calcium,lipid,trig_hdl_ratio,116,0.0827514243251101,0.0827514243251101
pearson,renal,calcium,lipid,ldl_hdl_ratio,116,0.11506415333313384,0.11506415333313384
pearson,renal,calcium,lipid,hdl_ldl_ratio,116,-0.1594553461380029,0.1594553461380029
pearson,renal,calcium,lipid,apo_a1,104,0.0396048144434667,0.0396048144434667
pearson,renal,calcium,lipid,apo_b,105,0.15989407598918956,0.15989407598918956
pearson,renal,calcium,lipid,apo_b_apo_a1_ratio,105,0.06287514979146443,0.06287514979146443
pearson,renal,calcium,lipid,lipoprotein_a,103,0.03992523764396182,0.03992523764396182
pearson,renal,bun_creatinine_ratio,lipid,total_cholesterol,114,0.01449939939624603,0.01449939939624603
pearson,renal,bun_creatinine_ratio,lipid,hdl,113,0.033195177940866856,0.033195177940866856
pearson,renal,bun_creatinine_ratio,lipid,ldl,114,0.07254052977326658,0.07254052977326658
pearson,renal,bun_creatinine_ratio,lipid,vldl,114,0.1280466530467934,0.1280466530467934
pearson,renal,bun_creatinine_ratio,lipid,triglycerides,113,0.21430287311913016,0.21430287311913016
pearson,renal,bun_creatinine_ratio,lipid,non_hdl,114,0.004294194900970104,0.004294194900970104
pearson,renal,bun_creatinine_ratio,lipid,tc_hdl_ratio,114,-0.07443963048943866,0.07443963048943866
pearson,renal,bun_creatinine_ratio,lipid,trig_hdl_ratio,114,0.0106637098871492,0.0106637098871492
pearson,renal,bun_creatinine_ratio,lipid,ldl_hdl_ratio,114,-0.0014564658724096316,0.0014564658724096316
pearson,renal,bun_creatinine_ratio,lipid,hdl_ldl_ratio,114,-0.050685177886510537,0.050685177886510537
pearson,renal,bun_creatinine_ratio,lipid,apo_a1,102,0.09744332786405019,0.09744332786405019
pearson,renal,bun_creatinine_ratio,lipid,apo_b,103,0.11149186439097197,0.11149186439097197
pearson,renal,bun_creatinine_ratio,lipid,apo_b_apo_a1_ratio,103,0.016456378617042033,0.016456378617042033
pearson,renal,bun_creatinine_ratio,lipid,lipoprotein_a,103,0.07129217258728504,0.07129217258728504
pearson,renal,urea_creatinine_ratio,lipid,total_cholesterol,116,0.012027118581300419,0.012027118581300419
pearson,renal,urea_creatinine_ratio,lipid,hdl,115,0.03748194764963874,0.03748194764963874
pearson,renal,urea_creatinine_ratio,lipid,ldl,116,0.06768001785901237,0.06768001785901237
pearson,renal,urea_creatinine_ratio,lipid,vldl,116,0.12281680043482314,0.12281680043482314
pearson,renal,urea_creatinine_ratio,lipid,triglycerides,115,0.2075163309243947,0.2075163309243947
pearson,renal,urea_creatinine_ratio,lipid,non_hdl,116,0.00018540985731211194,0.00018540985731211194
pearson,renal,urea_creatinine_ratio,lipid,tc_hdl_ratio,116,-0.07692272258959501,0.07692272258959501
pearson,renal,urea_creatinine_ratio,lipid,trig_hdl_ratio,116,0.008155204965966533,0.008155204965966533
pearson,renal,urea_creatinine_ratio,lipid,ldl_hdl_ratio,116,-0.005686884422103272,0.005686884422103272
pearson,renal,urea_creatinine_ratio,lipid,hdl_ldl_ratio,116,-0.04395919444048432,0.04395919444048432
pearson,renal,urea_creatinine_ratio,lipid,apo_a1,104,0.09835483029364636,0.09835483029364636
pearson,renal,urea_creatinine_ratio,lipid,apo_b,105,0.10746068204211433,0.10746068204211433
pearson,renal,urea_creatinine_ratio,lipid,apo_b_apo_a1_ratio,105,0.014696413946772662,0.014696413946772662
pearson,renal,urea_creatinine_ratio,lipid,lipoprotein_a,103,0.07131245644026821,0.07131245644026821
pearson,renal,urine_creatinine,lipid,total_cholesterol,49,0.283777497965363,0.283777497965363
pearson,renal,urine_creatinine,lipid,hdl,49,-0.04597661463414242,0.04597661463414242
pearson,renal,urine_creatinine,lipid,ldl,49,0.32594852303562377,0.32594852303562377
pearson,renal,urine_creatinine,lipid,vldl,50,-0.11195097670119561,0.11195097670119561
pearson,renal,urine_creatinine,lipid,triglycerides,50,-0.1111694329281085,0.1111694329281085
pearson,renal,urine_creatinine,lipid,non_hdl,49,0.3020569104675521,0.3020569104675521
pearson,renal,urine_creatinine,lipid,tc_hdl_ratio,49,0.20738201409510887,0.20738201409510887
pearson,renal,urine_creatinine,lipid,trig_hdl_ratio,49,-0.09931968681380325,0.09931968681380325
pearson,renal,urine_creatinine,lipid,ldl_hdl_ratio,49,0.25252630044813307,0.25252630044813307
pearson,renal,urine_creatinine,lipid,hdl_ldl_ratio,49,-0.3112176384754022,0.3112176384754022
pearson,renal,urine_creatinine,lipid,apo_a1,48,-0.08065183707463829,0.08065183707463829
pearson,renal,urine_creatinine,lipid,apo_b,48,0.27182421416981134,0.27182421416981134
pearson,renal,urine_creatinine,lipid,apo_b_apo_a1_ratio,48,0.2776760129142273,0.2776760129142273
pearson,renal,urine_creatinine,lipid,lipoprotein_a,48,0.07124733601496183,0.07124733601496183
pearson,renal,urinary_microalbumin,lipid,total_cholesterol,49,-0.12382296110106435,0.12382296110106435
pearson,renal,urinary_microalbumin,lipid,hdl,49,-0.17319210202606145,0.17319210202606145
pearson,renal,urinary_microalbumin,lipid,ldl,49,-0.077323803720474,0.077323803720474
pearson,renal,urinary_microalbumin,lipid,vldl,50,-0.15687976105835877,0.15687976105835877
pearson,renal,urinary_microalbumin,lipid,triglycerides,50,-0.1561295301032851,0.1561295301032851
pearson,renal,urinary_microalbumin,lipid,non_hdl,49,-0.08092009147196745,0.08092009147196745
pearson,renal,urinary_microalbumin,lipid,tc_hdl_ratio,49,-0.021691720296115016,0.021691720296115016
pearson,renal,urinary_microalbumin,lipid,trig_hdl_ratio,49,-0.10207057974427391,0.10207057974427391
pearson,renal,urinary_microalbumin,lipid,ldl_hdl_ratio,49,-0.028731151911591903,0.028731151911591903
pearson,renal,urinary_microalbumin,lipid,hdl_ldl_ratio,49,-0.06553377248029374,0.06553377248029374
pearson,renal,urinary_microalbumin,lipid,apo_a1,48,-0.26405980635688375,0.26405980635688375
pearson,renal,urinary_microalbumin,lipid,apo_b,48,-0.089443993943593,0.089443993943593
pearson,renal,urinary_microalbumin,lipid,apo_b_apo_a1_ratio,48,0.03847837216543085,0.03847837216543085
pearson,renal,urinary_microalbumin,lipid,lipoprotein_a,48,0.13452415693053052,0.13452415693053052
pearson,renal,uacr,lipid,total_cholesterol,49,-0.28731080148883115,0.28731080148883115
pearson,renal,uacr,lipid,hdl,49,-0.11398098384362138,0.11398098384362138
pearson,renal,uacr,lipid,ldl,49,-0.24373228736866726,0.24373228736866726
pearson,renal,uacr,lipid,vldl,50,-0.18542438628439456,0.18542438628439456
pearson,renal,uacr,lipid,triglycerides,50,-0.18520219497235924,0.18520219497235924
pearson,renal,uacr,lipid,non_hdl,49,-0.26479446413564944,0.26479446413564944
pearson,renal,uacr,lipid,tc_hdl_ratio,49,-0.17346538819494134,0.17346538819494134
pearson,renal,uacr,lipid,trig_hdl_ratio,49,-0.12361301361544035,0.12361301361544035
